make,model,variant,model_variant
Tata,Nexon,XZA Plus Kaziranga,Nexon XZA
Tata,Safari,XZA PLUS KAZIRANGA,Safari XZA
Tata,Safari,XZA PLUS GOLD 6 S,Safari XZA
Tata,Safari,XZA Plus Gold 6 S,Safari XZA
Tata,Safari,XZA PLUS GOLD,Safari XZA
Tata,Tiago,XZA PLUS DUAL TONE PETROL,Tiago XZA
Tata,Harrier,XZA Plus Dual Tone,Harrier XZA
Tata,Nexon,XZA PLUS DIESEL KAZIRANGA,Nexon XZA
Tata,Nexon,XZA PLUS DIESEL DUAL TONE,Nexon XZA
Tata,Nexon,XZA Plus Diesel [2020-2023],Nexon XZA
Tata,Nexon,XZA PLUS DIESEL,Nexon XZA
Tata,Nexon,XZA Plus Diesel,Nexon XZA
Tata,Altroz,XZA PLUS DARK EDTION,Altroz XZA
Tata,Harrier,XZA Plus Dark Edition,Harrier XZA
Tata,Safari,XZA PLUS DARK EDITION,Safari XZA
Tata,Safari,XZA Plus Dark Edition,Safari XZA
Tata,Safari,XZA PLUS ADVENTURE,Safari XZA
Tata,Safari,XZA PLUS 6S,Safari XZA
Tata,Harrier,XZA PLUS 2.0L KAZIRANGA,Harrier XZA
Tata,Harrier,XZA PLUS 2.0L DARK EDITION,Harrier XZA
Tata,Harrier,XZA PLUS 2.0L,Harrier XZA
Tata,Nexon,XZA Plus [2020-2023],Nexon XZA
Tata,Tiago,XZA Plus [2020-2023],Tiago XZA
Tata,Tigor,XZA Plus [2020-2023],Tigor XZA
Tata,Nexon,XZA Plus (S),Nexon XZA
Tata,Nexon,XZA PLUS (O) PETROL DUAL TONE,Nexon XZA
Tata,Nexon,XZA PLUS (O) PETROL DARK EDITION,Nexon XZA
Tata,Nexon,XZA PLUS (O) PETROL,Nexon XZA
Tata,Nexon,XZA PLUS (O) DIESEL,Nexon XZA
Tata,Nexon,XZA Plus (O) Diesel,Nexon XZA
Tata,Nexon,XZA Plus (O) Dark Edition,Nexon XZA
Tata,Nexon,XZA Plus (O),Nexon XZA
Tata,Nexon,XZA PLUS (L),Nexon XZA
Tata,Nexon,XZA PLUS (HS) PETROL,Nexon XZA
Tata,Altroz,XZA PLUS,Altroz XZA
Tata,Harrier,XZA Plus,Harrier XZA
Tata,Safari,XZA PLUS,Safari XZA
Tata,Safari,XZA Plus,Safari XZA
Tata,Altroz,XZA Petrol [2022-2023],Altroz XZA
Tata,Tiago,XZA PETROL,Tiago XZA
Tata,Tigor,XZA PETROL,Tigor XZA
Tata,Harrier,XZA 2.0L,Harrier XZA
Tata,Altroz,XZA,Altroz XZA
Tata,Harrier,XZA,Harrier XZA
Tata,Nexon,XZ PLUS SUNROOF PETROL DUAL TONE,Nexon XZ
Tata,Nexon,XZ PLUS PETROL SUNROOF,Nexon XZ
Tata,Nexon,XZ PLUS PETROL DUAL TONE,Nexon XZ
Tata,Altroz,XZ PLUS PETROL DARK EDITION,Altroz XZ
Tata,Altroz,XZ PLUS PETROL,Altroz XZ
Tata,Nexon,XZ PLUS PETROL,Nexon XZ
Tata,Tiago,XZ PLUS PETROL,Tiago XZ
Tata,Tigor,XZ PLUS PETROL,Tigor XZ
Tata,Safari,XZ Plus New,Safari XZ
Tata,Nexon EV Max,XZ Plus Lux 7.2 KW Fast Charger [2022-2023],Nexon EV Max XZ
Tata,Nexon EV,XZ Plus LUX,Nexon EV XZ
Tata,TIAGO EV,XZ Plus Long Range,TIAGO EV XZ
Tata,Altroz,XZ Plus i-Turbo Petrol Dark Edition [2021-2023],Altroz XZ
Tata,Altroz,XZ PLUS I-TURBO PETROL,Altroz XZ
Tata,Tiago,XZ PLUS DUAL TONE PETROL,Tiago XZ
Tata,Harrier,XZ Plus Dual Tone,Harrier XZ
Tata,Nexon,XZ Plus Dual Tone,Nexon XZ
Tata,Nexon,XZ PLUS DIESEL SUNROOF,Nexon XZ
Tata,Nexon,XZ PLUS DIESEL KAZIRANGA,Nexon XZ
Tata,Nexon,XZ PLUS DIESEL,Nexon XZ
Tata,Nexon,XZ Plus Dark Edition [2021-2023],Nexon XZ
Tata,Nexon EV,XZ Plus Dark Edition,Nexon EV XZ
Tata,Tiago,XZ Plus CNG [2022-2023],Tiago XZ
Tata,Tigor,XZ Plus CNG [2022-2023],Tigor XZ
Tata,Tiago,XZ PLUS CNG,Tiago XZ
Tata,Tigor,XZ PLUS CNG,Tigor XZ
Tata,Safari,XZ PLUS 6S ADVENTURE,Safari XZ
Tata,Nexon EV Max,XZ Plus 3.3 KW,Nexon EV Max XZ
Tata,Harrier,XZ PLUS 2.0L DARK EDITION,Harrier XZ
Tata,Tiago,XZ Plus [2020-2023],Tiago XZ
Tata,Nexon,XZ PLUS (PREMIUM) PETROL JET,Nexon XZ
Tata,Nexon,XZ PLUS (PREMIUM) PETROL,Nexon XZ
Tata,Nexon,XZ PLUS (PREMIUM) DARK EDITION PETROL,Nexon XZ
Tata,Nexon,XZ PLUS (O) PETROL DUAL TONE,Nexon XZ
Tata,Nexon,XZ PLUS (O) PETROL DARK EDITION,Nexon XZ
Tata,Nexon,XZ PLUS (O) PETROL,Nexon XZ
Tata,Nexon,XZ Plus (O) Dual Tone,Nexon XZ
Tata,Nexon,XZ PLUS (O) DIESEL DUAL TONE,Nexon XZ
Tata,Nexon,XZ PLUS (O) DIESEL DARK EDITION,Nexon XZ
Tata,Nexon,XZ Plus (O) Diesel Dark Edition,Nexon XZ
Tata,Nexon,XZ PLUS (O) DIESEL,Nexon XZ
Tata,Nexon,XZ Plus (O),Nexon XZ
Tata,Nexon,XZ PLUS (L) DARK EDITION,Nexon XZ
Tata,Nexon,XZ PLUS (HS) PETROL,Nexon XZ
Tata,Nexon,XZ PLUS (HS) DIESEL DARK EDITION,Nexon XZ
Tata,Nexon,XZ Plus (HS) Dark Edition,Nexon XZ
Tata,Harrier,XZ Plus,Harrier XZ
Tata,Nexon,XZ Plus,Nexon XZ
Tata,Nexon EV,XZ Plus,Nexon EV XZ
Tata,Safari,XZ PLUS,Safari XZ
Tata,Altroz,XZ Petrol [2020-2023],Altroz XZ
Tata,Altroz,XZ PETROL,Altroz XZ
Tata,Nexon,XZ PETROL,Nexon XZ
Tata,Tiago,XZ PETROL,Tiago XZ
Tata,Tigor,XZ PETROL,Tigor XZ
Tata,Tiago NRG,XZ MT [2021-2023],Tiago NRG XZ
Tata,Tiago NRG,XZ MT,Tiago NRG XZ
Tata,Altroz,XZ I-TURBO PETROL,Altroz XZ
Tata,Tiago NRG,XZ ICNG,Tiago NRG XZ
Tata,Altroz,XZ Diesel [2020-2023],Altroz XZ
Tata,Altroz,XZ DIESEL,Altroz XZ
Tata,Nexon,XZ DIESEL,Nexon XZ
Tata,Tiago,XZ DIESEL,Tiago XZ
Tata,Harrier,XZ Dark Edition,Harrier XZ
Tata,Tiago NRG,XZ AMT [2021-2023],Tiago NRG XZ
Tata,Tiago NRG,XZ AMT,Tiago NRG XZ
Tata,Harrier,XZ 2.0L DARK EDITION,Harrier XZ
Tata,Harrier,XZ 2.0L,Harrier XZ
Tata,Harrier,XZ [2019-2020],Harrier XZ
Tata,Tigor,XZ (O) PETROL,Tigor XZ
Tata,Harrier,XZ,Harrier XZ
Tata,Nexon,XZ,Nexon XZ
Tata,Safari,XZ,Safari XZ
Tata,Safari,XTA PLUS DARK EDITION,Safari XTA
Tata,Safari,XTA Plus Dark Edition,Safari XTA
Tata,Harrier,XTA Plus,Harrier XTA
Tata,Safari,XTA PLUS,Safari XTA
Tata,Safari,XTA Plus,Safari XTA
Tata,Tiago,XTA PETROL,Tiago XTA
Tata,Zest,XTA F-TRONIC DIESEL,Zest XTA
Tata,Hexa,XTA 4x2 7 STR,Hexa XTA
Tata,Tiago,XTA [2021-2023],Tiago XTA
Tata,Tiago,XT RHYTHM PETROL,Tiago XT
Tata,Safari,XT PLUS,Safari XT
Tata,Safari,XT Plus,Safari XT
Tata,Altroz,XT Petrol [2020-2023],Altroz XT
Tata,Altroz,XT PETROL,Altroz XT
Tata,Tiago,XT PETROL,Tiago XT
Tata,Zest,XT PETROL,Zest XT
Tata,TIAGO EV,XT LONG RANGE,TIAGO EV XT
Tata,Tiago,XT LIMITED EDITION PETROL,Tiago XT
Tata,Altroz,XT Diesel [2020-2023],Altroz XT
Tata,Tiago,XT CNG,Tiago XT
Tata,Hexa,XT 4x2 7 STR,Hexa XT
Tata,Tiago,XT [2020-2023],Tiago XT
Tata,Harrier,XT [2019-2020],Harrier XT
Tata,Tiago,XT (O) PETROL,Tiago XT
Tata,Tiago,XT (O) [2021-2023],Tiago XT
Tata,Harrier,XT,Harrier XT
Tata,Safari,XT,Safari XT
Tata,Bolt,XMS REVOTRON,Bolt XMS
Tata,Zest,XMS PETROL,Zest XMS
Tata,Nexon,XMA PLUS SUNROOF PETROL,Nexon XMA
Tata,Nexon,XMA Plus (S),Nexon XMA
Tata,Nexon,XMA PETROL,Nexon XMA
Tata,Nexon,XMA Petrol,Nexon XMA
Tata,Zest,XMA F-TRONIC DIESEL,Zest XMA
Tata,Nexon,XMA DIESEL,Nexon XMA
Tata,Nexon,XMA Diesel,Nexon XMA
Tata,Hexa,XMA 4x2 7 STR,Hexa XMA
Tata,Harrier,XMA 2.0L KRYOTEC,Harrier XMA
Tata,Harrier,XMA,Harrier XMA
Tata,Safari,XMA,Safari XMA
Tata,Nexon,XM SUNROOF PETROL,Nexon XM
Tata,Nexon,XM SUNROOF DIESEL,Nexon XM
Tata,Altroz,XM Rhytm Plus Style Petrol,Altroz XM
Tata,Nexon,XM PLUS SUNROOF PETROL,Nexon XM
Tata,Altroz,XM PLUS PETROL,Altroz XM
Tata,Altroz,XM PETROL,Altroz XM
Tata,Nexon,XM PETROL,Nexon XM
Tata,Tiago,XM PETROL,Tiago XM
Tata,Tigor,XM PETROL,Tigor XM
Tata,Zest,XM Petrol,Zest XM
Tata,Nexon,XM DIESEL,Nexon XM
Tata,Tiago,XM CNG,Tiago XM
Tata,Tigor,XM CNG,Tigor XM
Tata,Hexa,XM 4x2 7 STR,Hexa XM
Tata,Harrier,XM 2.0L KRYOTEC,Harrier XM
Tata,Harrier,XM [2019-2020],Harrier XM
Tata,Nexon,XM (S) Diesel [2020-2023],Nexon XM
Tata,Nexon,XM (S) [2020-2023],Nexon XM
Tata,Nexon,XM,Nexon XM
Tata,Safari,XM,Safari XM
Tata,Indica V2,Xeta GLX BS-III,Indica V2 Xeta GLX
Tata,Altroz,XE Petrol [2020-2023],Altroz XE
Tata,Altroz,XE PETROL,Altroz XE
Tata,Nexon,XE PETROL,Nexon XE
Tata,Tiago,XE PETROL,Tiago XE
Tata,Tigor,XE PETROL,Tigor XE
Tata,Altroz,XE DIESEL,Altroz XE
Tata,Nexon,XE DIESEL,Nexon XE
Tata,Tiago,XE [2020-2023],Tiago XE
Tata,Tiago,WIZZ EDITION PETROL,Tiago WIZZ EDITION
Tata,Tiago,Revotron XZA Plus,Tiago XZA
Tata,Tiago,Revotron XZA [2017-2019],Tiago XZA
Tata,Tiago,Revotron XZA,Tiago XZA
Tata,Tigor,Revotron XZA,Tigor XZA
Tata,Tigor,Revotron XZ+,Tigor XZ
Tata,Tiago,Revotron XZ w/o Alloy [2018-2019],Tiago XZ
Tata,Tiago,Revotron XZ Plus Dual Tone,Tiago XZ
Tata,Tiago,Revotron XZ Plus,Tiago XZ
Tata,Tigor,Revotron XZ (O),Tigor XZ
Tata,Tiago,Revotron XZ,Tiago XZ
Tata,Tiago,Revotron XTA [2017-2019],Tiago XTA
Tata,Tiago,Revotron XT [2016-2019],Tiago XT
Tata,Tiago,Revotron XM [2016-2019],Tiago XM
Tata,Tiago,Revotron XE [2016-2019],Tiago XE
Tata,Tigor,Revotron XE,Tigor XE
Tata,Tigor,Revotorq XZ,Tigor XZ
Tata,Tiago,Revotorq XT [2016-2019],Tiago XT
Tata,Tiago,Revotorq XM [2016-2019],Tiago XM
Tata,Punch,PURE MT,Punch PURE MT
Tata,Tiago NRG,PETROL,Tiago NRG PETROL
Tata,Indigo eCS,LX TDI BS-III,Indigo eCS LX TDI
Tata,Indica eV2,LX,Indica eV2 LX
Tata,Punch,Kaziranga Creative MT,Punch Kaziranga Creative
Tata,Sumo Gold,GX BS IV,Sumo Gold GX
Tata,Harrier,Fearless Plus Dark Edition AT,Harrier Fearless Plus
Tata,Nexon EV,Fearless Plus (S) Long Range,Nexon EV Fearless Plus
Tata,Tiago NRG,DIESEL,Tiago NRG Base
Tata,Nano,CX,Nano CX
Tata,Nexon,Creative Plus (S) 1.2 Petrol 7DCA Dual Tone,Nexon Creative
Tata,Punch,CREATIVE IRA AMT 1.2 RTN DUAL TONE,Punch Creative
Tata,Punch,CREATIVE IRA 1.2 RTN DUAL TONE,Punch Creative
Tata,Punch,Creative Dual Tone AMT [2022-2023],Punch Creative
Tata,Punch,Creative Dual Tone [2022-2023],Punch Creative
Tata,Punch,CREATIVE AMT 1.2 RTN DUAL TONE,Punch Creative
Tata,Punch,Creative AMT [2021-2023],Punch Creative
Tata,Punch,CREATIVE 1.2 MT KAZIRANGA EDITION,Punch Creative
Tata,Punch,CREATIVE 1.2 AMT KAZIRANGA EDITION,Punch Creative
Tata,Punch,CREATIVE  MT,Punch Creative
Tata,Punch,CREATIVE  iRA PACK MT,Punch Creative
Tata,Punch,CREATIVE  1.2 RTN DUAL TONE,Punch Creative
Tata,Punch,Adventure MT [2021-2023],Punch Adventure
Tata,Punch,ADVENTURE MT,Punch Adventure
Tata,Punch,Adventure AMT [2021-2023],Punch Adventure
Tata,Punch,ADVENTURE AMT,Punch Adventure
Tata,Punch,ACCOMPLISHED MT,Punch Accomplished
Tata,Punch,ACCOMPLISHED DAZZLE PACK MT,Punch Accomplished
Tata,Punch,Accomplished Dazzle Pack AMT [2021-2023],Punch Accomplished
Tata,Punch,ACCOMPLISHED DAZZLE PACK AMT,Punch Accomplished
Tata,Punch,ACCOMPLISHED AMT,Punch Accomplished
Tata,Harrier,2021 XZ Plus Dark Edition,Harrier XZ
Tata,Safari Storme 2019,2.2 LX 4x2,Safari Storme 2019 LX
Tata,Safari Storme,2.2 EX 4x2,Safari Storme EX
Toyota,Camry,2.5L AT,Camry 2.5L AT
Toyota,Camry,Hybrid,Camry Hybrid
Toyota,Camry,Hybrid [2015-2017],Camry Hybrid
Toyota,Camry,V4 MT,Camry V4 MT
Toyota,Corolla,H4 1.8G,Corolla H4 1.8G
Toyota,Corolla Altis,1.8 G,Corolla Altis 1.8 G
Toyota,Corolla Altis,G,Corolla Altis G
Toyota,Corolla Altis,G AT Petrol,Corolla Altis G AT
Toyota,Corolla Altis,G DIESEL,Corolla Altis G DIESEL
Toyota,Corolla Altis,G Diesel,Corolla Altis G Diesel
Toyota,Corolla Altis,G PETROL,Corolla Altis G PETROL
Toyota,Corolla Altis,G Petrol,Corolla Altis G Petrol
Toyota,Corolla Altis,GL,Corolla Altis GL
Toyota,Corolla Altis,J Diesel,Corolla Altis J Diesel
Toyota,Corolla Altis,VL AT Petrol,Corolla Altis VL AT
Toyota,Corolla Altis,VL CVT PETROL,Corolla Altis VL CVT
Toyota,Etios,CROSS 1.2 G,Etios CROSS 1.2
Toyota,Etios,CROSS 1.4 GD,Etios CROSS 1.4
Toyota,Etios,G,Etios G
Toyota,Etios,G SP,Etios G SP
Toyota,Etios,GD,Etios GD
Toyota,Etios,V,Etios V
Toyota,Etios,VX,Etios VX
Toyota,Etios Cross,1.4 VD,Etios Cross 1.4 VD
Toyota,Etios Cross,1.5 V,Etios Cross 1.5 V
Toyota,Etios Liva,G,Etios Liva G
Toyota,Etios Liva,G SP,Etios Liva G SP
Toyota,Etios Liva,GD,Etios Liva GD
Toyota,Etios Liva,VX,Etios Liva VX
Toyota,Fortuner,2.7 4x2 AT [2016-2020],Fortuner 4x2
Toyota,Fortuner,2.8 4X2 AT,Fortuner 4x2
Toyota,Fortuner,2.8 4x2 AT [2016-2020],Fortuner 4x2
Toyota,Fortuner,2.8 4x2 MT [2016-2020],Fortuner 4x2
Toyota,Fortuner,2.8 4x4 AT,Fortuner 4x4
Toyota,Fortuner,2.8 4x4 AT [2016-2020],Fortuner 4x4
Toyota,Fortuner,2.8 4x4 MT [2016-2020],Fortuner 4x4
Toyota,Fortuner,3.0 4X2 AT,Fortuner 4x2
Toyota,Fortuner,3.0 4x2 AT,Fortuner 4x2
Toyota,Fortuner,3.0 4x2 MT,Fortuner 4x2
Toyota,Fortuner,3.0 4x4 AT,Fortuner 4x4
Toyota,Fortuner,3.0 4x4 MT,Fortuner 4x4
Toyota,Fortuner,3.0 MT,Fortuner 4x2
Toyota,Fortuner,4X2 AT 2.8 Diesel,Fortuner 4x2
Toyota,Fortuner,4X4 AT 2.8 Diesel,Fortuner 4x4
Toyota,Fortuner,4x2 AT,Fortuner 4x2
Toyota,Fortuner,Sportivo 4x2 AT,Fortuner 4x2
Toyota,Fortuner Legender,2.8 4X2 AT,Fortuner Legender 4x2
Toyota,Fortuner Legender,2.8 4X4 AT,Fortuner Legender 4x4
Toyota,Glanza,G,Glanza G
Toyota,Glanza,G AMT,Glanza G
Toyota,Glanza,G CVT,Glanza G
Toyota,Glanza,G [2022-2023],Glanza G
Toyota,Glanza,V,Glanza V
Toyota,Glanza,V AMT,Glanza V
Toyota,Glanza,V CVT,Glanza V
Toyota,Innova,2.5 EV PS 7 STR BS-IV,Innova 2.5 EV
Toyota,Innova,2.5 G 7 STR BS-IV,Innova G
Toyota,Innova,2.5 G 8 STR BS-IV,Innova G
Toyota,Innova,2.5 G BS IV 8 STR,Innova G
Toyota,Innova,2.5 G4 7 STR,Innova G
Toyota,Innova,2.5 GX 7 STR BS-III,Innova G
Toyota,Innova,2.5 GX 8 STR,Innova G
Toyota,Innova,2.5 GX 8 STR BS-IV,Innova G
Toyota,Innova,2.5 GX BS III 7 STR,Innova G
Toyota,Innova,2.5 GX BS IV 7 STR,Innova G
Toyota,Innova,2.5 V 7 STR,Innova V
Toyota,Innova,2.5 VX 7 STR,Innova V
Toyota,Innova,2.5 VX 7 STR BS-IV,Innova V
Toyota,Innova,2.5 VX 8 STR,Innova V
Toyota,Innova,2.5 VX 8 STR BS-III,Innova V
Toyota,Innova,2.5 VX 8 STR BS-IV,Innova V
Toyota,Innova,2.5 VX BS IV 7 STR,Innova V
Toyota,Innova,2.5 VX BS IV 8 STR,Innova V
Toyota,Innova,2.5 ZX 7 STR BS-IV,Innova 
Toyota,Innova,Aero Ltd 7 STR BS IV,Innova 
Toyota,Innova Crysta,2.4 G 7 STR,Innova Crysta G
Toyota,Innova Crysta,2.4 G 7 STR [2016-2017],Innova Crysta G
Toyota,Innova Crysta,2.4 G 8 STR [2016-2017],Innova Crysta G
Toyota,Innova Crysta,2.4 GX 7 STR [2016-2020],Innova Crysta G
Toyota,Innova Crysta,2.4 GX 8 STR,Innova Crysta G
Toyota,Innova Crysta,2.4 GX 8 STR [2016-2020],Innova Crysta G
Toyota,Innova Crysta,2.4 GX AT 8 STR,Innova Crysta G
Toyota,Innova Crysta,2.4 V Diesel,Innova Crysta V
Toyota,Innova Crysta,2.4 VX 7 STR [2016-2020],Innova Crysta V
Toyota,Innova Crysta,2.4 VX 8 STR,Innova Crysta V
Toyota,Innova Crysta,2.4 VX 8 STR [2016-2020],Innova Crysta V
Toyota,Innova Crysta,2.4 ZX 7 STR,Innova Crysta Z
Toyota,Innova Crysta,2.4 ZX 7 STR [2016-2020],Innova Crysta Z
Toyota,Innova Crysta,2.7 GX AT 7 STR [2016-2020],Innova Crysta G
Toyota,Innova Crysta,2.7 ZX AT 7 STR,Innova Crysta Z
Toyota,Innova Crysta,2.8 GX AT 7 STR [2016-2020],Innova Crysta G
Toyota,Innova Crysta,2.8 GX AT 8 STR [2016-2020],Innova Crysta G
Toyota,Innova Crysta,2.8 ZX AT 7 STR [2016-2020],Innova Crysta Z
Toyota,Innova Crysta,GX 2.4 7 STR,Innova Crysta G
Toyota,Innova Crysta,GX 2.4 8 STR,Innova Crysta G
Toyota,Innova Crysta,GX 2.4 AT 7 STR,Innova Crysta G
Toyota,Innova Crysta,GX 2.4 AT 8 STR,Innova Crysta G
Toyota,Innova Crysta,TOURING SPORT DIESEL MT,Innova Crysta 
Toyota,Innova Crysta,ZX 2.4 AT 7 STR,Innova Crysta Z
Toyota,Innova Crysta,ZX 2.7 AT 7 STR,Innova Crysta Z
Toyota,Innova Hycross,GX 7 STR,Innova Hycross G
Toyota,Innova Hycross,VX Hybrid 7 STR,Innova Hycross V
Toyota,Innova Hycross,ZX (O) Hybrid 7 STR,Innova Hycross Z
Toyota,Land Cruiser,LC200 VX Premium 2,Land Cruiser V
Toyota,Land Cruiser Prado,VX,Land Cruiser Prado V
Toyota,Land Cruiser Prado,VX L,Land Cruiser Prado V
Toyota,Urban Cruiser,HIGH GRADE AT,Urban Cruiser HIGH GRADE
Toyota,Urban Cruiser,HIGH GRADE MT,Urban Cruiser HIGH GRADE
Toyota,Urban Cruiser,High Grade AT,Urban Cruiser HIGH GRADE
Toyota,Urban Cruiser,MID GRADE MT,Urban Cruiser MID GRADE
Toyota,Urban Cruiser,PREMIUM GRADE AT,Urban Cruiser PREMIUM GRADE
Toyota,Urban Cruiser,PREMIUM GRADE MT,Urban Cruiser PREMIUM GRADE
Toyota,Urban Cruiser,PREMIUM GRADE MT DUAL TONE,Urban Cruiser PREMIUM GRADE
Toyota,Urban Cruiser,Premium Grade AT,Urban Cruiser PREMIUM GRADE
Toyota,Urban Cruiser,Premium Grade MT,Urban Cruiser PREMIUM GRADE
Toyota,Urban Cruiser Hyryder,V Hybrid,Urban Cruiser Hyryder V Hybrid
Toyota,Urban Cruiser Hyryder,V Hybrid [2022-2023],Urban Cruiser Hyryder V Hybrid
Toyota,Urban Cruiser Hyryder,V NeoDrive,Urban Cruiser Hyryder V NeoDrive
Toyota,Vellfire,VIP – Executive Lounge,Vellfire 
Toyota,Yaris,G CVT,Yaris G
Toyota,Yaris,G MT,Yaris G
Toyota,Yaris,G MT [2018-2020],Yaris G
Toyota,Yaris,J MT,Yaris J
Toyota,Yaris,V MT,Yaris V
Toyota,Yaris,VX MT,Yaris V
Volkswagen,Ameo,COMFORTLINE 1.0L,Ameo Comfortline
Volkswagen,Ameo,COMFORTLINE 1.2L,Ameo Comfortline
Volkswagen,Ameo,Comfortline 1.2L (P),Ameo Comfortline
Volkswagen,Ameo,COMFORTLINE 1.5 AT,Ameo Comfortline
Volkswagen,Ameo,COMFORTLINE PLUS 1.2L,Ameo Comfortline
Volkswagen,Ameo,HIGHLINE DSG 1.5 DIESEL,Ameo Highline
Volkswagen,Ameo,Highline Plus 1.0L (P) 16 Alloy,Ameo Highline
Volkswagen,Ameo,HIGHLINE PLUS 1.0L 16 ALLOY,Ameo Highline
Volkswagen,Ameo,Highline Plus 1.5L (D)16 Alloy,Ameo Highline
Volkswagen,Ameo,Highline Plus 1.5L AT (D)16 Alloy,Ameo Highline
Volkswagen,Ameo,HIGHLINE PLUS 1.5L AT 16 ALLOY,Ameo Highline
Volkswagen,Ameo,HIGHLINE1.2L,Ameo Highline
Volkswagen,Ameo,Highline1.2L (P) [2016-2018],Ameo Highline
Volkswagen,Ameo,Highline1.2L Plus (P) 16 Alloy [2017-2018],Ameo Highline
Volkswagen,Ameo,HIGHLINE1.5L,Ameo Highline
Volkswagen,Ameo,Highline1.5L (D) [2016-2018],Ameo Highline
Volkswagen,Ameo,TRENDLINE 1.0L,Ameo TrendLine
Volkswagen,Ameo,Trendline 1.0L (P),Ameo TrendLine
Volkswagen,Ameo,TRENDLINE 1.2L,Ameo TrendLine
Volkswagen,Ameo,TRENDLINE 1.5L,Ameo TrendLine
Volkswagen,Cross Polo,1.2 MPI,Cross Polo 1.2 MPI
Volkswagen,Jetta,Comfortline TDI,Jetta Comfortline
Volkswagen,Jetta,Highline TDI AT,Jetta Highline
Volkswagen,Passat,Highline,Passat Highline
Volkswagen,Polo,1.0 GT TSI AT,Polo GT
Volkswagen,Polo,Comfortline 1.0L (P),Polo Comfortline
Volkswagen,Polo,COMFORTLINE 1.0L MPI,Polo Comfortline
Volkswagen,Polo,COMFORTLINE 1.0L TSI AT,Polo Comfortline
Volkswagen,Polo,COMFORTLINE 1.2L,Polo Comfortline
Volkswagen,Polo,Comfortline 1.2L (D),Polo Comfortline
Volkswagen,Polo,Comfortline 1.2L (P),Polo Comfortline
Volkswagen,Polo,COMFORTLINE 1.2L PETROL,Polo Comfortline
Volkswagen,Polo,GT TSI,Polo GT
Volkswagen,Polo,GT TSI AT,Polo GT
Volkswagen,Polo,HIGHLINE PLUS 1.0,Polo Highline
Volkswagen,Polo,Highline Plus 1.0 (P) 16 Alloy,Polo Highline
Volkswagen,Polo,HIGHLINE PLUS 1.0 16 ALLOY,Polo Highline
Volkswagen,Polo,HIGHLINE PLUS 1.0L TSI,Polo Highline
Volkswagen,Polo,HIGHLINE PLUS 1.0L TSI AT,Polo Highline
Volkswagen,Polo,Highline Plus 1.2( P)16 Alloy [2017-2018],Polo Highline
Volkswagen,Polo,Highline Plus 1.5 (D) 16 Alloy,Polo Highline
Volkswagen,Polo,HIGHLINE1.2L,Polo Highline
Volkswagen,Polo,Highline1.2L (D),Polo Highline
Volkswagen,Polo,Highline1.2L (P),Polo Highline
Volkswagen,Polo,HIGHLINE1.5L,Polo Highline
Volkswagen,Polo,Highline1.5L (D),Polo Highline
Volkswagen,Polo,TRENDLINE 1.0L,Polo TrendLine
Volkswagen,Polo,Trendline 1.0L (P),Polo TrendLine
Volkswagen,Polo,Trendline 1.0L (P) [2019-2020],Polo TrendLine
Volkswagen,Polo,Trendline 1.0L MPI,Polo TrendLine
Volkswagen,Polo,Trendline 1.2L (D),Polo TrendLine
Volkswagen,Polo,Trendline 1.2L (P),Polo TrendLine
Volkswagen,Polo,TRENDLINE 1.2L PETROL,Polo TrendLine
Volkswagen,Taigun,GT PLUS 1.5 TSI DSG,Taigun GT
Volkswagen,Taigun,GT Plus 1.5 TSI DSG,Taigun GT
Volkswagen,Taigun,Highline 1.0 TSI AT,Taigun Highline
Volkswagen,Taigun,Highline 1.0 TSI MT,Taigun Highline
Volkswagen,Taigun,TOPLINE 1.0 TSI AT,Taigun TopLine
Volkswagen,Taigun,Topline 1.0 TSI AT,Taigun TopLine
Volkswagen,Taigun,TOPLINE 1.0 TSI MT,Taigun TopLine
Volkswagen,Taigun,Topline 1.0 TSI MT,Taigun TopLine
Volkswagen,Tiguan,Comfortline TDI,Tiguan Comfortline
Volkswagen,Tiguan,Elegance 2.0 TSI DSG [2021],Tiguan Elegance 2.0
Volkswagen,Tiguan,Highline TDI,Tiguan Highline
Volkswagen,Tiguan,HIGHLINE TDI AT,Tiguan Highline
Volkswagen,Vento,Comfortline 1.2 (P) AT,Vento Comfortline
Volkswagen,Vento,Comfortline Diesel,Vento Comfortline
Volkswagen,Vento,Comfortline Diesel [2015-2016],Vento Comfortline
Volkswagen,Vento,Comfortline Diesel AT,Vento Comfortline
Volkswagen,Vento,Comfortline Petrol,Vento Comfortline
Volkswagen,Vento,COMFORTLINE TSI AT PETROL,Vento Comfortline
Volkswagen,Vento,HIGHLINE 1.0L TSI AT,Vento Highline
Volkswagen,Vento,Highline 1.2 (P) AT,Vento Highline
Volkswagen,Vento,HIGHLINE 1.5 AT,Vento Highline
Volkswagen,Vento,HIGHLINE 1.6 MPI,Vento Highline
Volkswagen,Vento,Highline Diesel,Vento Highline
Volkswagen,Vento,HIGHLINE DIESEL 1.5,Vento Highline
Volkswagen,Vento,HIGHLINE DIESEL 1.6,Vento Highline
Volkswagen,Vento,Highline Diesel AT,Vento Highline
Volkswagen,Vento,Highline Diesel AT [2015-2016],Vento Highline
Volkswagen,Vento,Highline Petrol,Vento Highline
